"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","1990","Total","Female","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1993","23232041","3,4"
"China","1990","Total","Female","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","41098","3,4"
"China","1990","Total","Female","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1993","22006908","3,4"
"China","1990","Total","Female","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1093312","3,4"
"China","1990","Total","Female","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","90723","3,4"
"China","1990","Total","Female","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","1993","21509204","3,4"
"China","1990","Total","Female","50 - 54","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","36879","3,4"
"China","1990","Total","Female","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","19343514","3,4"
"China","1990","Total","Female","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2051239","3,4"
"China","1990","Total","Female","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","77572","3,4"
"China","1990","Total","Female","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","19869398","3,4"
"China","1990","Total","Female","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","34801","3,4"
"China","1990","Total","Female","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","16370164","3,4"
"China","1990","Total","Female","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","3391967","3,4"
"China","1990","Total","Female","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","72466","3,4"
"China","1990","Total","Female","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","50826581","3,4"
"China","1990","Total","Female","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","140825","3,4"
"China","1990","Total","Female","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","24355014","3,4"
"China","1990","Total","Female","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","26146790","3,4"
"China","1990","Total","Female","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","183952","3,4"
"China","1990","Total","Female","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Female","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Female","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Female","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Female","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Male","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","14856474","3,4"
"China","1990","Urban","Male","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","14743944","3,4"
"China","1990","Urban","Male","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","111076","3,4"
"China","1990","Urban","Male","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","467","3,4"
"China","1990","Urban","Male","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","987","3,4"
"China","1990","Urban","Male","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","119812588","3,4"
"China","1990","Urban","Male","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","33804499","3,4"
"China","1990","Urban","Male","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","82187139","3,4"
"China","1990","Urban","Male","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2870772","3,4"
"China","1990","Urban","Male","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","950178","3,4"
"China","1990","Urban","Male","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","17649311","3,4"
"China","1990","Urban","Male","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","13384651","3,4"
"China","1990","Urban","Male","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","4235076","3,4"
"China","1990","Urban","Male","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","4857","3,4"
"China","1990","Urban","Male","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","24727","3,4"
"China","1990","Urban","Male","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","17024714","3,4"
"China","1990","Urban","Male","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","3724642","3,4"
"China","1990","Urban","Male","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","13164103","3,4"
"China","1990","Urban","Male","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","16492","3,4"
"China","1990","Urban","Male","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","119477","3,4"
"China","1990","Urban","Male","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","14362604","3,4"
"China","1990","Urban","Male","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","760181","3,4"
"China","1990","Urban","Male","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","13403558","3,4"
"China","1990","Urban","Male","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","28237","3,4"
"China","1990","Urban","Male","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","170628","3,4"
"China","1990","Urban","Male","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","13306934","3,4"
"China","1990","Urban","Male","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","381908","3,4"
"China","1990","Urban","Male","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","12725339","3,4"
"China","1990","Urban","Male","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","47936","3,4"
"China","1990","Urban","Male","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","151751","3,4"
"China","1990","Urban","Male","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","9747985","3,4"
"China","1990","Urban","Male","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","223425","3,4"
"China","1990","Urban","Male","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","9344389","3,4"
